"","V1","V2","V3"
"1",0.837802562369232,0.104230780129163,0.0579666575016045
"2",0.403982539539009,0.203705669182657,0.392311791278333
"3",0.837802562369237,0.10423078012916,0.0579666575016032
"4",0.290052309784955,0.536905229560564,0.173042460654481
"5",0.290052309785,0.536905229560499,0.173042460654501
"6",0.0734328163649277,0.0662998033864362,0.860267380248636
"7",0.419251837023921,0.43052634689612,0.150221816079959
"8",0.227195918390134,0.291846851830334,0.480957229779532
"9",0.408736414553814,0.408772425467854,0.182491159978333
"10",0.162388400543574,0.175700433713665,0.661911165742762
"11",0.073432816364928,0.0662998033864349,0.860267380248637
"12",0.444282107265902,0.193752618404603,0.361965274329495
"13",0.103732698503017,0.109577420055333,0.78668988144165
"14",0.83780256236922,0.104230780129172,0.0579666575016081
"15",0.476989054537872,0.260268246646156,0.262742698815971
"16",0.444282107265902,0.193752618404602,0.361965274329497
"17",0.27344955951233,0.510062719894128,0.216487720593542
"18",0.246619770205572,0.599118642928944,0.154261586865484
"19",0.327530526384606,0.517322765955305,0.155146707660088
"20",0.249031863577993,0.404179939610997,0.34678819681101
"21",0.509343621333653,0.242801034497733,0.247855344168614
"22",0.254038102524817,0.261878492421228,0.484083405053955
"23",0.246619770205564,0.599118642928953,0.154261586865482
"24",0.283866484662666,0.518837900811633,0.197295614525701
"25",0.255028708673323,0.280957351400662,0.464013939926015
"26",0.135527795612222,0.146148025134914,0.718324179252864
"27",0.111042670047067,0.0911927914073666,0.797764538545567
"28",0.390089422638201,0.420019974944126,0.189890602417672
"29",0.373552165259025,0.445110504180698,0.181337330560277
"30",0.162388400543576,0.175700433713655,0.661911165742769
"31",0.4452420275922,0.284521956908767,0.270236015499033
"32",0.444282107265903,0.193752618404601,0.361965274329496
"33",0.83780256236923,0.104230780129163,0.0579666575016073
"34",0.837802562369233,0.104230780129161,0.0579666575016063
"35",0.254644009384965,0.560349860448513,0.185006130166521
"36",0.753193854910356,0.162050407635836,0.0847557374538077
"37",0.293084926262433,0.251514466247441,0.455400607490127
"38",0.837802562369244,0.104230780129152,0.057966657501604
"39",0.206763489607337,0.635782638436524,0.157453871956139
"40",0.837802562369251,0.104230780129147,0.0579666575016026
"41",0.373552165259069,0.44511050418064,0.181337330560291
"42",0.190566349024009,0.67565293590611,0.133780715069881
"43",0.254644009384934,0.560349860448565,0.185006130166502
"44",0.648626340923509,0.238925899307263,0.112447759769228
"45",0.357236265416141,0.239899106965766,0.402864627618094
"46",0.0782364150396859,0.0785009515272508,0.843262633433063
"47",0.278365600863243,0.363080548884867,0.35855385025189
"48",0.111042670047066,0.0911927914073554,0.797764538545578
"49",0.508449947111395,0.32466725516149,0.166882797727115
"50",0.403982539539005,0.203705669182646,0.392311791278349
"51",0.290052309785171,0.536905229560244,0.173042460654585
"52",0.0734328163649322,0.0662998033864289,0.860267380248639
"53",0.254038102524824,0.26187849242121,0.484083405053967
"54",0.837802562369262,0.104230780129135,0.0579666575016031
"55",0.111042670047069,0.0911927914073571,0.797764538545574
"56",0.564884152248718,0.294356883213576,0.140758964537706
"57",0.291732000351248,0.49413855629675,0.214129443352002
"58",0.290052309785216,0.536905229560178,0.173042460654606
"59",0.444282107265897,0.19375261840459,0.361965274329513
"60",0.444282107265897,0.193752618404589,0.361965274329514
"61",0.250712695739474,0.559437537056521,0.189849767204005
"62",0.0734328163649344,0.0662998033864287,0.860267380248637
"63",0.444282107265902,0.193752618404583,0.361965274329515
"64",0.103732698503021,0.109577420055324,0.786689881441655
"65",0.373552165259173,0.445110504180503,0.181337330560324
"66",0.357236265416134,0.239899106965765,0.402864627618101
"67",0.287358920412449,0.244229053555007,0.468412026032544
"68",0.0782364150396905,0.0785009515272508,0.843262633433059
"69",0.111042670047073,0.0911927914073555,0.797764538545572
"70",0.32753052638442,0.517322765955557,0.155146707660023
"71",0.291298655472299,0.50674601262784,0.201955331899861
"72",0.837802562369268,0.104230780129128,0.0579666575016042
"73",0.162388400543579,0.175700433713641,0.661911165742781
"74",0.327530526384388,0.517322765955598,0.155146707660014
