"","V1","V2","V3"
"1",0.57844662579638,0.297194587724598,0.124358786479022
"2",0.136626763963124,0.789705589162213,0.0736676468746628
"3",0.254699696036809,0.240757938554962,0.504542365408229
"4",0.598121604974992,0.282395457773236,0.119482937251773
"5",0.401291037996412,0.236829358303766,0.361879603699822
"6",0.178537848352862,0.715977829145094,0.105484322502044
"7",0.136100261293251,0.125667720105048,0.738232018601702
"8",0.178537848240168,0.715977829296707,0.105484322463125
"9",0.245973283467499,0.248716321730585,0.505310394801916
"10",0.59812160540027,0.282395457449388,0.119482937150341
"11",0.113230117957566,0.111959078333001,0.774810803709434
"12",0.13994457669845,0.140960103049106,0.719095320252444
"13",0.24216495608582,0.368029849094206,0.389805194819974
"14",0.194296729564844,0.696317251938772,0.109386018496384
"15",0.136100261242856,0.125667720166946,0.738232018590197
"16",0.442228541638714,0.259220713794407,0.298550744566879
"17",0.275206342018158,0.198130364874679,0.526663293107163
"18",0.139944576587037,0.140960103024536,0.719095320388427
"19",0.13662676392298,0.789705589182497,0.0736676468945227
"20",0.194296729433276,0.696317252110648,0.109386018456076
"21",0.242164955912738,0.368029849108286,0.389805194978976
"22",0.24216495579258,0.368029849139534,0.389805195067886
"23",0.136100261195413,0.125667720226992,0.738232018577595
"24",0.24687059533375,0.239933754752198,0.513195649914051
"25",0.550083923425089,0.258284878739583,0.191631197835328
"26",0.136626763742213,0.789705589362575,0.0736676468952114
"27",0.138829068378605,0.784721722809635,0.0764492088117595
"28",0.119999285017525,0.816846590303881,0.063154124678594
"29",0.590800958028791,0.226316025062033,0.182883016909175
"30",0.602289060121078,0.281770914575205,0.115940025303717
"31",0.243522264551956,0.344333795704723,0.412143939743321
"32",0.246652197701352,0.609020265974695,0.144327536323953
"33",0.401603575935307,0.417118902027604,0.181277522037089
"34",0.275206341824525,0.198130364938365,0.52666329323711
"35",0.136100261038521,0.125667720207315,0.738232018754164
"36",0.119999284821707,0.81684659050773,0.063154124670562
"37",0.242750607330505,0.240812844330535,0.51643654833896
"38",0.178537847642643,0.715977829819351,0.105484322538006
"39",0.100248772573564,0.0975542806661697,0.802196946760267
"40",0.138829068010548,0.784721723218042,0.0764492087714102
"41",0.575028277767188,0.243454609212882,0.18151711301993
"42",0.13662676338367,0.789705589708199,0.0736676469081303
"43",0.621902018590273,0.21730096203588,0.160797019373847
"44",0.0964594815954773,0.0934468714155248,0.810093646988998
"45",0.0964594815769934,0.0934468714014991,0.810093647021508
"46",0.345223453488689,0.311740557402065,0.343035989109246
"47",0.54476387077785,0.251628385137697,0.203607744084452
"48",0.178537847313485,0.715977830185079,0.105484322501436
"49",0.136626763216742,0.789705589871308,0.0736676469119499
"50",0.250891721519395,0.257892548567933,0.491215729912672
"51",0.254045002909526,0.333059998272295,0.412894998818179
"52",0.345526981182954,0.411017331643784,0.243455687173261
"53",0.13882906764727,0.784721723600713,0.0764492087520173
"54",0.242164954897614,0.36802984958158,0.389805195520806
"55",0.246652197203977,0.609020266340689,0.144327536455335
"56",0.242164954801813,0.368029849594895,0.389805195603292
"57",0.119999284380688,0.816846590944363,0.0631541246749494
"58",0.178537847051221,0.715977830414202,0.105484322534578
"59",0.261227621774574,0.257008164221384,0.481764214004043
"60",0.336546641376098,0.411264474787005,0.252188883836897
"61",0.194296728544517,0.696317252808208,0.109386018647275
"62",0.113230117368038,0.111959078313736,0.774810804318226
"63",0.544763871364668,0.251628384798297,0.203607743837035
"64",0.590800959894642,0.226316023999605,0.182883016105753
"65",0.178537846747961,0.715977830728774,0.105484322523265
"66",0.246652197070571,0.609020266433219,0.144327536496209
"67",0.621902019910448,0.217300961253683,0.160797018835869
"68",0.345223452869388,0.311740557638464,0.343035989492149
"69",0.246652196880883,0.609020266612204,0.144327536506913
